food_item,weather,day_time,price
Grilled Cheese Sandwich,Sunny,Lunch,124
Chicken Burger,Sunny,Lunch,154
Beef Burger,Sunny,Lunch,187
Veg Burger,Sunny,Lunch,131
Chicken Shawarma,Sunny,Lunch,167
Beef Shawarma,Sunny,Lunch,179
Chicken Wrap,Sunny,Lunch,150
Caesar Salad,Sunny,Lunch,174
Greek Salad,Sunny,Breakfast,180
Chicken Caesar Salad,Sunny,Lunch,214
Fried Rice,Sunny,Lunch,185
Chicken Fried Rice,Sunny,Dinner,218
Egg Fried Rice,Sunny,Lunch,169
Vegetable Fried Rice,Sunny,Lunch,166
Noodles,Sunny,Lunch,167
Chicken Noodles,Sunny,Lunch,190
Vegetable Noodles,Sunny,Lunch,159
Pasta Alfredo,Sunny,Lunch,228
Spicy Pasta,Sunny,Lunch,218
Mac & Cheese,Sunny,Lunch,209
Chicken Pizza,Sunny,Dinner,271
Beef Pizza,Sunny,Dinner,294
Veg Pizza,Sunny,Dinner,240
Margherita Pizza,Sunny,Dinner,248
BBQ Chicken Pizza,Sunny,Dinner,306
Beef Biryani,Sunny,Lunch,224
Chicken Biryani,Sunny,Dinner,206
Kacchi Biryani,Sunny,Dinner,289
Tehari,Sunny,Dinner,184
Khichuri,Sunny,Dinner,151
Mutton Curry,Sunny,Dinner,271
Chicken Curry,Sunny,Dinner,200
Beef Curry,Sunny,Dinner,224
Fish Curry,Sunny,Dinner,194
Dal,Sunny,Dinner,101
Mixed Vegetables,Sunny,Dinner,126
Butter Naan,Sunny,Dinner,45
Garlic Naan,Sunny,Dinner,59
Chapati,Sunny,Dinner,26
Grilled Chicken,Sunny,Dinner,252
Tandoori Chicken,Sunny,Dinner,272
Chicken Wings,Sunny,Dinner,230
BBQ Platter,Sunny,Dinner,430
Steak,Sunny,Dinner,393
Soup,Sunny,Dinner,115
Tomato Soup,Sunny,Dinner,124
Chicken Corn Soup,Sunny,Dinner,138
Hot & Sour Soup,Sunny,Dinner,136
Cold Coffee,Sunny,Lunch,119
Coffee,Sunny,Breakfast,69
Cappuccino,Sunny,Breakfast,111
Latte,Sunny,Breakfast,125
Espresso,Sunny,Breakfast,95
Tea,Sunny,Breakfast,40
Milk Tea,Sunny,Breakfast,49
Green Tea,Sunny,Breakfast,60
Hot Chocolate,Sunny,Breakfast,133
Lemonade,Sunny,Lunch,89
Orange Juice,Sunny,Breakfast,92
Mango Juice,Sunny,Lunch,116
Apple Juice,Sunny,Lunch,105
Watermelon Juice,Sunny,Lunch,95
Milkshake,Sunny,Dinner,149
Chocolate Milkshake,Sunny,Dinner,164
Vanilla Milkshake,Sunny,Dinner,161
Faluda,Sunny,Dinner,157
Ice Cream,Sunny,Dinner,104
Brownie,Sunny,Dinner,128
Cheesecake,Sunny,Dinner,189
Chocolate Cake,Sunny,Dinner,167
Red Velvet Cake,Sunny,Breakfast,178
Donut,Sunny,Breakfast,62
Muffin,Sunny,Breakfast,78
Paratha & Egg,Rainy,Breakfast,81
French Toast,Rainy,Breakfast,118
Pancakes,Rainy,Breakfast,146
Waffles,Rainy,Breakfast,159
Omelette,Rainy,Breakfast,98
Scrambled Eggs,Rainy,Breakfast,95
Boiled Egg Set,Rainy,Breakfast,77
Porridge,Rainy,Breakfast,87
Fruit Bowl,Rainy,Breakfast,125
Yogurt Parfait,Rainy,Breakfast,131
Toast & Jam,Rainy,Breakfast,71
Butter Toast,Rainy,Breakfast,59
Croissant,Rainy,Breakfast,93
Breakfast Burrito,Rainy,Breakfast,171
Hash Browns,Rainy,Breakfast,84
Samosa,Rainy,Breakfast,35
Singara,Rainy,Breakfast,34
Vegetable Roll,Rainy,Breakfast,55
Chicken Sandwich,Rainy,Lunch,162
Club Sandwich,Rainy,Lunch,164
Grilled Cheese Sandwich,Rainy,Lunch,127
Chicken Burger,Rainy,Lunch,161
Beef Burger,Rainy,Lunch,196
Veg Burger,Rainy,Lunch,135
Chicken Shawarma,Rainy,Lunch,172
Beef Shawarma,Rainy,Lunch,186
Chicken Wrap,Rainy,Lunch,164
Caesar Salad,Rainy,Lunch,186
Greek Salad,Rainy,Lunch,186
Chicken Caesar Salad,Rainy,Lunch,219
Fried Rice,Rainy,Lunch,196
Chicken Fried Rice,Rainy,Lunch,224
Egg Fried Rice,Rainy,Lunch,175
Vegetable Fried Rice,Rainy,Lunch,175
Noodles,Rainy,Lunch,176
Chicken Noodles,Rainy,Lunch,202
Vegetable Noodles,Rainy,Lunch,165
Pasta Alfredo,Rainy,Lunch,230
Spicy Pasta,Rainy,Lunch,215
Mac & Cheese,Rainy,Lunch,207
Chicken Pizza,Rainy,Dinner,270
Beef Pizza,Rainy,Dinner,301
Veg Pizza,Rainy,Dinner,247
Margherita Pizza,Rainy,Dinner,257
BBQ Chicken Pizza,Rainy,Dinner,310
Beef Biryani,Rainy,Dinner,237
Chicken Biryani,Rainy,Dinner,212
Kacchi Biryani,Rainy,Dinner,300
Tehari,Rainy,Dinner,190
Khichuri,Rainy,Dinner,171
Mutton Curry,Rainy,Dinner,270
Chicken Curry,Rainy,Dinner,200
Beef Curry,Rainy,Dinner,220
Fish Curry,Rainy,Dinner,207
Dal,Rainy,Dinner,108
Mixed Vegetables,Rainy,Dinner,131
Butter Naan,Rainy,Dinner,51
Garlic Naan,Rainy,Dinner,65
Chapati,Rainy,Dinner,31
Grilled Chicken,Rainy,Dinner,252
Tandoori Chicken,Rainy,Dinner,274
Chicken Wings,Rainy,Dinner,240
BBQ Platter,Rainy,Dinner,430
Steak,Rainy,Dinner,391
Soup,Rainy,Dinner,122
Tomato Soup,Rainy,Dinner,131
Chicken Corn Soup,Rainy,Breakfast,142
Hot & Sour Soup,Rainy,Dinner,146
Cold Coffee,Rainy,Lunch,125
Coffee,Rainy,Breakfast,70
Cappuccino,Rainy,Breakfast,110
Latte,Rainy,Breakfast,130
Espresso,Rainy,Breakfast,97
Tea,Rainy,Breakfast,60
Milk Tea,Rainy,Breakfast,62
Green Tea,Rainy,Breakfast,61
Hot Chocolate,Rainy,Breakfast,139
Lemonade,Rainy,Lunch,94
Orange Juice,Rainy,Breakfast,100
Mango Juice,Rainy,Lunch,119
Apple Juice,Rainy,Lunch,115
Watermelon Juice,Rainy,Lunch,100
Milkshake,Rainy,Breakfast,147
Chocolate Milkshake,Rainy,Lunch,158
Vanilla Milkshake,Rainy,Dinner,167
Faluda,Rainy,Dinner,165
Ice Cream,Rainy,Dinner,109
Brownie,Rainy,Dinner,138
Cheesecake,Rainy,Dinner,198
Chocolate Cake,Rainy,Dinner,171
Red Velvet Cake,Rainy,Lunch,181
Donut,Rainy,Breakfast,68
Muffin,Rainy,Breakfast,83
Paratha & Egg,Cloudy,Breakfast,84
French Toast,Cloudy,Breakfast,109
Pancakes,Cloudy,Breakfast,142
Waffles,Cloudy,Breakfast,147
Omelette,Cloudy,Breakfast,91
Scrambled Eggs,Cloudy,Lunch,106
Boiled Egg Set,Cloudy,Breakfast,71
Porridge,Cloudy,Breakfast,81
Fruit Bowl,Cloudy,Breakfast,124
Yogurt Parfait,Cloudy,Lunch,132
Toast & Jam,Cloudy,Breakfast,68
Butter Toast,Cloudy,Breakfast,63
Croissant,Cloudy,Breakfast,86
Breakfast Burrito,Cloudy,Breakfast,157
Hash Browns,Cloudy,Breakfast,74
Samosa,Cloudy,Breakfast,24
Singara,Cloudy,Breakfast,25
Vegetable Roll,Cloudy,Breakfast,31
Chicken Sandwich,Cloudy,Lunch,153
Club Sandwich,Cloudy,Lunch,160
Grilled Cheese Sandwich,Cloudy,Dinner,129
Chicken Burger,Cloudy,Lunch,154
Beef Burger,Cloudy,Lunch,186
Veg Burger,Cloudy,Lunch,137
Chicken Shawarma,Cloudy,Lunch,166
Beef Shawarma,Cloudy,Lunch,177
Chicken Wrap,Cloudy,Lunch,161
Caesar Salad,Cloudy,Lunch,182
Greek Salad,Cloudy,Lunch,191
Chicken Caesar Salad,Cloudy,Lunch,222
Fried Rice,Cloudy,Lunch,186
Chicken Fried Rice,Cloudy,Lunch,211
Egg Fried Rice,Cloudy,Lunch,182
Vegetable Fried Rice,Cloudy,Lunch,164
Noodles,Cloudy,Lunch,161
Chicken Noodles,Cloudy,Lunch,201
Vegetable Noodles,Cloudy,Lunch,160
Pasta Alfredo,Cloudy,Lunch,221
Spicy Pasta,Cloudy,Lunch,215
Mac & Cheese,Cloudy,Breakfast,199
Chicken Pizza,Cloudy,Dinner,269
Beef Pizza,Cloudy,Dinner,296
Veg Pizza,Cloudy,Dinner,243
Margherita Pizza,Cloudy,Dinner,252
BBQ Chicken Pizza,Cloudy,Dinner,310
Beef Biryani,Cloudy,Dinner,232
Chicken Biryani,Cloudy,Dinner,213
Kacchi Biryani,Cloudy,Dinner,290
Tehari,Cloudy,Dinner,180
Khichuri,Cloudy,Dinner,159
Mutton Curry,Cloudy,Dinner,276
Chicken Curry,Cloudy,Dinner,201
Beef Curry,Cloudy,Dinner,222
Fish Curry,Cloudy,Dinner,192
Dal,Cloudy,Dinner,99
Mixed Vegetables,Cloudy,Dinner,117
Butter Naan,Cloudy,Dinner,51
Garlic Naan,Cloudy,Dinner,52
Chapati,Cloudy,Dinner,35
Grilled Chicken,Cloudy,Dinner,256
Tandoori Chicken,Cloudy,Dinner,271
Chicken Wings,Cloudy,Dinner,233
BBQ Platter,Cloudy,Dinner,428
Steak,Cloudy,Dinner,386
Soup,Cloudy,Dinner,113
Tomato Soup,Cloudy,Dinner,118
Chicken Corn Soup,Cloudy,Breakfast,136
Hot & Sour Soup,Cloudy,Dinner,143
Cold Coffee,Cloudy,Lunch,123
Coffee,Cloudy,Breakfast,68
Cappuccino,Cloudy,Breakfast,115
Latte,Cloudy,Breakfast,116
Espresso,Cloudy,Breakfast,93
Tea,Cloudy,Breakfast,41
Milk Tea,Cloudy,Breakfast,50
Green Tea,Cloudy,Breakfast,61
Hot Chocolate,Cloudy,Breakfast,129
Lemonade,Cloudy,Lunch,87
Orange Juice,Cloudy,Breakfast,91
Mango Juice,Cloudy,Lunch,109
Apple Juice,Cloudy,Lunch,101
Watermelon Juice,Cloudy,Lunch,100
Milkshake,Cloudy,Dinner,155
Chocolate Milkshake,Cloudy,Dinner,158
Vanilla Milkshake,Cloudy,Dinner,152
Faluda,Cloudy,Dinner,160
Ice Cream,Cloudy,Dinner,107
Brownie,Cloudy,Dinner,137
Cheesecake,Cloudy,Dinner,188
Chocolate Cake,Cloudy,Dinner,172
Red Velvet Cake,Cloudy,Dinner,183
Donut,Cloudy,Breakfast,68
Muffin,Cloudy,Breakfast,81
Paratha & Egg,Cold,Breakfast,95
French Toast,Cold,Breakfast,124
Pancakes,Cold,Breakfast,149
Waffles,Cold,Breakfast,153
Omelette,Cold,Breakfast,98
Scrambled Eggs,Cold,Lunch,112
Boiled Egg Set,Cold,Breakfast,78
Porridge,Cold,Breakfast,90
Fruit Bowl,Cold,Breakfast,126
Yogurt Parfait,Cold,Dinner,143
Toast & Jam,Cold,Breakfast,63
Butter Toast,Cold,Breakfast,70
Croissant,Cold,Breakfast,98
Breakfast Burrito,Cold,Breakfast,163
Hash Browns,Cold,Breakfast,89
Samosa,Cold,Breakfast,29
Singara,Cold,Breakfast,24
Vegetable Roll,Cold,Breakfast,40
Chicken Sandwich,Cold,Breakfast,154
Club Sandwich,Cold,Lunch,173
Grilled Cheese Sandwich,Cold,Lunch,134
Chicken Burger,Cold,Lunch,166
Beef Burger,Cold,Lunch,198
Veg Burger,Cold,Lunch,145
Chicken Shawarma,Cold,Lunch,173
Beef Shawarma,Cold,Lunch,184
Chicken Wrap,Cold,Lunch,170
Caesar Salad,Cold,Lunch,182
Greek Salad,Cold,Lunch,197
Chicken Caesar Salad,Cold,Lunch,229
Fried Rice,Cold,Lunch,191
Chicken Fried Rice,Cold,Lunch,219
Egg Fried Rice,Cold,Lunch,178
Vegetable Fried Rice,Cold,Breakfast,174
Noodles,Cold,Lunch,175
Chicken Noodles,Cold,Lunch,200
Vegetable Noodles,Cold,Lunch,164
Pasta Alfredo,Cold,Lunch,239
Spicy Pasta,Cold,Lunch,228
Mac & Cheese,Cold,Lunch,208
Chicken Pizza,Cold,Dinner,280
Beef Pizza,Cold,Dinner,313
Veg Pizza,Cold,Dinner,251
Margherita Pizza,Cold,Dinner,257
BBQ Chicken Pizza,Cold,Dinner,315
Beef Biryani,Cold,Dinner,236
Chicken Biryani,Cold,Dinner,215
Kacchi Biryani,Cold,Dinner,303
Tehari,Cold,Dinner,187
Khichuri,Cold,Dinner,168
Mutton Curry,Cold,Dinner,279
Chicken Curry,Cold,Dinner,204
Beef Curry,Cold,Dinner,230
Fish Curry,Cold,Dinner,199
Dal,Cold,Dinner,104
Mixed Vegetables,Cold,Dinner,124
Butter Naan,Cold,Dinner,58
Garlic Naan,Cold,Dinner,63
Chapati,Cold,Dinner,33
Grilled Chicken,Cold,Dinner,260
Tandoori Chicken,Cold,Dinner,274
Chicken Wings,Cold,Dinner,244
BBQ Platter,Cold,Dinner,444
Steak,Cold,Dinner,405
Soup,Cold,Dinner,125
Tomato Soup,Cold,Breakfast,128
Chicken Corn Soup,Cold,Dinner,156
Hot & Sour Soup,Cold,Dinner,143
Cold Coffee,Cold,Breakfast,124
Coffee,Cold,Breakfast,83
Cappuccino,Cold,Breakfast,120
Latte,Cold,Breakfast,131
Espresso,Cold,Breakfast,114
Tea,Cold,Breakfast,56
Milk Tea,Cold,Breakfast,68
Green Tea,Cold,Breakfast,85
Hot Chocolate,Cold,Breakfast,147
Lemonade,Cold,Lunch,96
Orange Juice,Cold,Breakfast,105
Mango Juice,Cold,Lunch,113
Apple Juice,Cold,Lunch,119
Watermelon Juice,Cold,Lunch,101
Milkshake,Cold,Dinner,160
Chocolate Milkshake,Cold,Dinner,167
Vanilla Milkshake,Cold,Dinner,165
Faluda,Cold,Dinner,174
Ice Cream,Cold,Dinner,104
Brownie,Cold,Dinner,145
Cheesecake,Cold,Dinner,195
Chocolate Cake,Cold,Dinner,176
Red Velvet Cake,Cold,Lunch,188
Donut,Cold,Breakfast,69
Muffin,Cold,Breakfast,79
Paratha & Egg,Hot,Breakfast,77
French Toast,Hot,Breakfast,101
Pancakes,Hot,Breakfast,138
Waffles,Hot,Breakfast,149
Omelette,Hot,Breakfast,88
Scrambled Eggs,Hot,Breakfast,91
Boiled Egg Set,Hot,Breakfast,62
Porridge,Hot,Breakfast,80
Fruit Bowl,Hot,Breakfast,129
Yogurt Parfait,Hot,Breakfast,127
Toast & Jam,Hot,Breakfast,55
Butter Toast,Hot,Breakfast,52
Croissant,Hot,Breakfast,85
Breakfast Burrito,Hot,Breakfast,157
Hash Browns,Hot,Breakfast,67
Samosa,Hot,Breakfast,19
Singara,Hot,Lunch,25
Vegetable Roll,Hot,Breakfast,29
Chicken Sandwich,Hot,Lunch,140
Club Sandwich,Hot,Lunch,160
Grilled Cheese Sandwich,Hot,Lunch,122
Chicken Burger,Hot,Lunch,147
Beef Burger,Hot,Lunch,178
Veg Burger,Hot,Lunch,134
Chicken Shawarma,Hot,Lunch,159
Beef Shawarma,Hot,Lunch,172
Chicken Wrap,Hot,Lunch,146
Caesar Salad,Hot,Lunch,176
Greek Salad,Hot,Lunch,186
Chicken Caesar Salad,Hot,Lunch,214
Fried Rice,Hot,Lunch,180
Chicken Fried Rice,Hot,Lunch,210
Egg Fried Rice,Hot,Lunch,173
Vegetable Fried Rice,Hot,Lunch,161
Noodles,Hot,Lunch,159
Chicken Noodles,Hot,Lunch,194
Vegetable Noodles,Hot,Lunch,149
Pasta Alfredo,Hot,Lunch,225
Spicy Pasta,Hot,Lunch,215
Mac & Cheese,Hot,Lunch,199
Chicken Pizza,Hot,Dinner,270
Beef Pizza,Hot,Dinner,294
Veg Pizza,Hot,Dinner,233
Margherita Pizza,Hot,Dinner,247
BBQ Chicken Pizza,Hot,Dinner,312
Beef Biryani,Hot,Dinner,232
Chicken Biryani,Hot,Dinner,202
Kacchi Biryani,Hot,Dinner,286
Tehari,Hot,Dinner,182
Khichuri,Hot,Dinner,146
Mutton Curry,Hot,Dinner,269
Chicken Curry,Hot,Dinner,193
Beef Curry,Hot,Dinner,216
Fish Curry,Hot,Dinner,190
Dal,Hot,Dinner,95
Mixed Vegetables,Hot,Dinner,121
Butter Naan,Hot,Dinner,44
Garlic Naan,Hot,Dinner,55
Chapati,Hot,Dinner,31
Grilled Chicken,Hot,Dinner,241
Tandoori Chicken,Hot,Dinner,268
Chicken Wings,Hot,Dinner,222
BBQ Platter,Hot,Dinner,431
Steak,Hot,Dinner,387
Soup,Hot,Dinner,107
Tomato Soup,Hot,Dinner,115
Chicken Corn Soup,Hot,Dinner,135
Hot & Sour Soup,Hot,Dinner,137
Cold Coffee,Hot,Lunch,129
Coffee,Hot,Breakfast,65
Cappuccino,Hot,Breakfast,109
Latte,Hot,Breakfast,116
Espresso,Hot,Breakfast,94
Tea,Hot,Breakfast,37
Milk Tea,Hot,Dinner,61
Green Tea,Hot,Breakfast,58
Hot Chocolate,Hot,Breakfast,121
Lemonade,Hot,Dinner,95
Orange Juice,Hot,Breakfast,97
Mango Juice,Hot,Lunch,113
Apple Juice,Hot,Lunch,110
Watermelon Juice,Hot,Lunch,101
Milkshake,Hot,Dinner,150
Chocolate Milkshake,Hot,Dinner,159
Vanilla Milkshake,Hot,Dinner,156
Faluda,Hot,Dinner,162
Ice Cream,Hot,Dinner,106
Brownie,Hot,Lunch,116
Cheesecake,Hot,Dinner,188
Chocolate Cake,Hot,Dinner,163
Red Velvet Cake,Hot,Dinner,185
Donut,Hot,Breakfast,57
Muffin,Hot,Breakfast,66
Paratha & Egg,Sunny,Breakfast,83
French Toast,Sunny,Breakfast,108
Pancakes,Sunny,Breakfast,135
Waffles,Sunny,Breakfast,156
Omelette,Sunny,Breakfast,84
Scrambled Eggs,Sunny,Breakfast,101
Boiled Egg Set,Sunny,Breakfast,70
Porridge,Sunny,Lunch,86
Fruit Bowl,Sunny,Breakfast,117
Yogurt Parfait,Sunny,Breakfast,136
Toast & Jam,Sunny,Lunch,71
Butter Toast,Sunny,Breakfast,55
Croissant,Sunny,Breakfast,96
Breakfast Burrito,Sunny,Breakfast,154
Hash Browns,Sunny,Breakfast,76
Samosa,Sunny,Breakfast,31
Singara,Sunny,Breakfast,24
Vegetable Roll,Sunny,Breakfast,33
Chicken Sandwich,Sunny,Lunch,151
Club Sandwich,Sunny,Lunch,154
Grilled Cheese Sandwich,Sunny,Lunch,129
Chicken Burger,Sunny,Lunch,159
Beef Burger,Sunny,Lunch,181
Veg Burger,Sunny,Lunch,139
Chicken Shawarma,Sunny,Lunch,171
Beef Shawarma,Sunny,Lunch,185
Chicken Wrap,Sunny,Lunch,157
Caesar Salad,Sunny,Lunch,174
Greek Salad,Sunny,Lunch,185
Chicken Caesar Salad,Sunny,Lunch,215
Fried Rice,Sunny,Lunch,189
Chicken Fried Rice,Sunny,Lunch,212
Egg Fried Rice,Sunny,Lunch,176
Vegetable Fried Rice,Sunny,Lunch,168
Noodles,Sunny,Lunch,165
Chicken Noodles,Sunny,Lunch,189
Vegetable Noodles,Sunny,Lunch,150
Pasta Alfredo,Sunny,Lunch,226
Spicy Pasta,Sunny,Lunch,215
Mac & Cheese,Sunny,Lunch,199
Chicken Pizza,Sunny,Lunch,264
Beef Pizza,Sunny,Dinner,303
Veg Pizza,Sunny,Dinner,235
Margherita Pizza,Sunny,Dinner,245
BBQ Chicken Pizza,Sunny,Dinner,316
Beef Biryani,Sunny,Dinner,229
Chicken Biryani,Sunny,Dinner,212
Kacchi Biryani,Sunny,Dinner,289
Tehari,Sunny,Dinner,177
Khichuri,Sunny,Dinner,153
Mutton Curry,Sunny,Dinner,267
Chicken Curry,Sunny,Dinner,195
Beef Curry,Sunny,Dinner,221
Fish Curry,Sunny,Dinner,195
Dal,Sunny,Dinner,104
Mixed Vegetables,Sunny,Dinner,114
Butter Naan,Sunny,Breakfast,38
Garlic Naan,Sunny,Dinner,56
Chapati,Sunny,Dinner,29
Grilled Chicken,Sunny,Dinner,256
Tandoori Chicken,Sunny,Dinner,274
Chicken Wings,Sunny,Dinner,227
BBQ Platter,Sunny,Dinner,427
Steak,Sunny,Dinner,387
Soup,Sunny,Dinner,105
Tomato Soup,Sunny,Dinner,125
Chicken Corn Soup,Sunny,Dinner,140
Hot & Sour Soup,Sunny,Dinner,130
Cold Coffee,Sunny,Lunch,122
Coffee,Sunny,Breakfast,69
Cappuccino,Sunny,Breakfast,107
Latte,Sunny,Breakfast,126
Espresso,Sunny,Breakfast,100
Tea,Sunny,Breakfast,37
Milk Tea,Sunny,Breakfast,46
Green Tea,Sunny,Breakfast,57
Hot Chocolate,Sunny,Breakfast,127
Lemonade,Sunny,Lunch,80
Orange Juice,Sunny,Breakfast,91
Mango Juice,Sunny,Lunch,113
Apple Juice,Sunny,Lunch,100
Watermelon Juice,Sunny,Lunch,93
Milkshake,Sunny,Dinner,145
Chocolate Milkshake,Sunny,Dinner,162
Vanilla Milkshake,Sunny,Dinner,157
Faluda,Sunny,Dinner,162
Ice Cream,Sunny,Dinner,100
Brownie,Sunny,Dinner,128
Cheesecake,Sunny,Dinner,187
Chocolate Cake,Sunny,Dinner,176
Red Velvet Cake,Sunny,Dinner,186
Donut,Sunny,Breakfast,59
Muffin,Sunny,Breakfast,81
Paratha & Egg,Rainy,Breakfast,86
French Toast,Rainy,Breakfast,111
Pancakes,Rainy,Breakfast,141
Waffles,Rainy,Breakfast,152
Omelette,Rainy,Breakfast,96
Scrambled Eggs,Rainy,Breakfast,97
Boiled Egg Set,Rainy,Breakfast,78
Porridge,Rainy,Breakfast,97
Fruit Bowl,Rainy,Breakfast,120
Yogurt Parfait,Rainy,Breakfast,140
Toast & Jam,Rainy,Breakfast,62
Butter Toast,Rainy,Breakfast,56
Croissant,Rainy,Breakfast,94
Breakfast Burrito,Rainy,Breakfast,170
Hash Browns,Rainy,Breakfast,75
Samosa,Rainy,Breakfast,42
Singara,Rainy,Breakfast,35
Vegetable Roll,Rainy,Breakfast,47
Chicken Sandwich,Rainy,Lunch,154
Club Sandwich,Rainy,Lunch,169
Grilled Cheese Sandwich,Rainy,Lunch,133
Chicken Burger,Rainy,Lunch,155
Beef Burger,Rainy,Lunch,196
Veg Burger,Rainy,Lunch,140
Chicken Shawarma,Rainy,Lunch,165
Beef Shawarma,Rainy,Lunch,192
Chicken Wrap,Rainy,Breakfast,160
Caesar Salad,Rainy,Lunch,186
Greek Salad,Rainy,Lunch,193
Chicken Caesar Salad,Rainy,Lunch,221
Fried Rice,Rainy,Lunch,187
Chicken Fried Rice,Rainy,Lunch,221
Egg Fried Rice,Rainy,Lunch,187
Vegetable Fried Rice,Rainy,Lunch,173
Noodles,Rainy,Lunch,166
Chicken Noodles,Rainy,Lunch,196
Vegetable Noodles,Rainy,Lunch,157
Pasta Alfredo,Rainy,Lunch,232
Spicy Pasta,Rainy,Lunch,226
Mac & Cheese,Rainy,Lunch,207
Chicken Pizza,Rainy,Dinner,271
Beef Pizza,Rainy,Dinner,310
Veg Pizza,Rainy,Dinner,247
Margherita Pizza,Rainy,Dinner,260
BBQ Chicken Pizza,Rainy,Dinner,315
Beef Biryani,Rainy,Dinner,239
Chicken Biryani,Rainy,Dinner,221
Kacchi Biryani,Rainy,Dinner,296
Tehari,Rainy,Dinner,187
Khichuri,Rainy,Dinner,160
Mutton Curry,Rainy,Dinner,280
Chicken Curry,Rainy,Dinner,200
Beef Curry,Rainy,Dinner,220
Fish Curry,Rainy,Dinner,206
Dal,Rainy,Dinner,110
Mixed Vegetables,Rainy,Dinner,126
Butter Naan,Rainy,Dinner,57
Garlic Naan,Rainy,Dinner,62
Chapati,Rainy,Dinner,36
Grilled Chicken,Rainy,Dinner,253
Tandoori Chicken,Rainy,Dinner,280
Chicken Wings,Rainy,Dinner,236
BBQ Platter,Rainy,Dinner,431
Steak,Rainy,Dinner,391
Soup,Rainy,Dinner,125
Tomato Soup,Rainy,Dinner,123
Chicken Corn Soup,Rainy,Breakfast,146
Hot & Sour Soup,Rainy,Dinner,136
Cold Coffee,Rainy,Lunch,127
Coffee,Rainy,Breakfast,72
Cappuccino,Rainy,Breakfast,117
Latte,Rainy,Breakfast,125
Espresso,Rainy,Lunch,111
Tea,Rainy,Breakfast,55
Milk Tea,Rainy,Breakfast,66
Green Tea,Rainy,Breakfast,66
Hot Chocolate,Rainy,Breakfast,140
Lemonade,Rainy,Lunch,95
Orange Juice,Rainy,Breakfast,101
Mango Juice,Rainy,Lunch,110
Apple Juice,Rainy,Lunch,109
Watermelon Juice,Rainy,Lunch,105
Milkshake,Rainy,Dinner,154
Chocolate Milkshake,Rainy,Lunch,158
Vanilla Milkshake,Rainy,Dinner,160
Faluda,Rainy,Dinner,171
Ice Cream,Rainy,Dinner,108
Brownie,Rainy,Dinner,138
Cheesecake,Rainy,Dinner,197
Chocolate Cake,Rainy,Dinner,170
Red Velvet Cake,Rainy,Dinner,186
Donut,Rainy,Breakfast,76
Muffin,Rainy,Dinner,91
Paratha & Egg,Cloudy,Breakfast,77
French Toast,Cloudy,Breakfast,108
Pancakes,Cloudy,Breakfast,141
Waffles,Cloudy,Breakfast,150
Omelette,Cloudy,Breakfast,90
Scrambled Eggs,Cloudy,Breakfast,97
Boiled Egg Set,Cloudy,Breakfast,74
Porridge,Cloudy,Breakfast,93
Fruit Bowl,Cloudy,Breakfast,126
Yogurt Parfait,Cloudy,Breakfast,126
Toast & Jam,Cloudy,Breakfast,60
Butter Toast,Cloudy,Breakfast,56
Croissant,Cloudy,Breakfast,90
Breakfast Burrito,Cloudy,Breakfast,168
Hash Browns,Cloudy,Breakfast,72
Samosa,Cloudy,Breakfast,29
Singara,Cloudy,Breakfast,28
Vegetable Roll,Cloudy,Breakfast,33
Chicken Sandwich,Cloudy,Lunch,157
Club Sandwich,Cloudy,Lunch,165
Grilled Cheese Sandwich,Cloudy,Lunch,125
Chicken Burger,Cloudy,Lunch,153
Beef Burger,Cloudy,Lunch,181
Veg Burger,Cloudy,Lunch,132
Chicken Shawarma,Cloudy,Lunch,161
Beef Shawarma,Cloudy,Lunch,185
Chicken Wrap,Cloudy,Lunch,155
Caesar Salad,Cloudy,Lunch,182
Greek Salad,Cloudy,Lunch,188
Chicken Caesar Salad,Cloudy,Lunch,222
Fried Rice,Cloudy,Lunch,182
Chicken Fried Rice,Cloudy,Lunch,223
Egg Fried Rice,Cloudy,Lunch,181
Vegetable Fried Rice,Cloudy,Lunch,172
Noodles,Cloudy,Lunch,172
Chicken Noodles,Cloudy,Lunch,199
Vegetable Noodles,Cloudy,Lunch,159
Pasta Alfredo,Cloudy,Lunch,224
Spicy Pasta,Cloudy,Lunch,223
Mac & Cheese,Cloudy,Lunch,211
Chicken Pizza,Cloudy,Dinner,274
Beef Pizza,Cloudy,Lunch,302
Veg Pizza,Cloudy,Dinner,245
Margherita Pizza,Cloudy,Dinner,254
BBQ Chicken Pizza,Cloudy,Dinner,316
Beef Biryani,Cloudy,Dinner,231
Chicken Biryani,Cloudy,Dinner,207
Kacchi Biryani,Cloudy,Dinner,290
Tehari,Cloudy,Dinner,183
Khichuri,Cloudy,Dinner,151
Mutton Curry,Cloudy,Dinner,266
Chicken Curry,Cloudy,Dinner,201
Beef Curry,Cloudy,Dinner,216
Fish Curry,Cloudy,Breakfast,183
Dal,Cloudy,Dinner,101
Mixed Vegetables,Cloudy,Dinner,121
Butter Naan,Cloudy,Dinner,51
Garlic Naan,Cloudy,Dinner,55
Chapati,Cloudy,Dinner,35
Grilled Chicken,Cloudy,Dinner,255
Tandoori Chicken,Cloudy,Dinner,272
Chicken Wings,Cloudy,Dinner,236
BBQ Platter,Cloudy,Dinner,429
Steak,Cloudy,Dinner,389
Soup,Cloudy,Dinner,112
